movieid,title,cluster_no
6970,Desk Set,11
6971,Europa (Zentropa),6
6973,Final Analysis,12
6974,"Freshman, The",7
6975,Funny Games,6
6978,Slacker,1
6979,WarGames,6
6981,"Ordet (Word, The)",0
6982,Forbidden Games (Jeux interdits),0
6983,Jane Eyre,12
6984,"Tale of Two Cities, A",0
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",0
6986,Ben-Hur: A Tale of the Christ,12
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das)",2
6989,Gorky Park,9
6990,The Great Train Robbery,16
6992,Guarding Tess,1
6993,Hannah and Her Sisters,10
6994,"Hard Way, The",7
6996,Highlander II: The Quickening,14
6997,Hoffa,9
6998,House of Cards,0
6999,Housesitter,11
7000,Hudson Hawk,3
7001,Invasion of the Body Snatchers,15
7004,Kindergarten Cop,16
7005,King Ralph,7
7007,"Last Boy Scout, The",16
7008,Last Tango in Paris (Ultimo tango a Parigi),12
7009,Lorenzo's Oil,0
7010,"Lover, The (Amant, L')",12
7012,Mr. Destiny,7
7013,"Night of the Hunter, The",6
7015,Only the Lonely,11
7016,Over the Top,0
7017,Passenger 57,14
7018,Presumed Innocent,9
7019,Project X,1
7020,Proof,10
7022,Battle Royale (Batoru rowaiaru),6
7023,"Wedding Banquet, The (Xi yan)",10
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",0
7025,"Midnight Clear, A",0
7026,Summer School,7
7027,Silverado,14
7028,Quick Change,7
7030,Radio Flyer,0
7031,"Real McCoy, The",16
7032,Revenge,12
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success)",11
7034,Show Me Love (Fucking Åmål),12
7036,Teen Wolf,7
7037,High Heels (Tacones lejanos),1
7038,Things You Can Tell Just by Looking at Her,12
7040,To Live and Die in L.A.,16
7041,Trapped in Paradise,7
7044,Wild at Heart,9
7045,"Witches, The",4
7046,"Witches of Eastwick, The",2
7047,Year of the Dragon,16
7048,Nothing to Lose,3
7049,Flying Down to Rio,11
7050,Follow the Fleet,11
7051,"What's New, Pussycat",7
7052,Mary of Scotland,0
7053,Roberta,11
7054,Little Women,0
7055,Swing Time,11
7056,"Public Enemy, The",16
7057,"Midsummer Night's Dream, A",11
7058,Life with Father,7
7059,National Velvet,0
7060,Jesus Christ Superstar,0
7061,Dark Victory,12
7062,Birdman of Alcatraz,0
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",0
7064,Beauty and the Beast (La belle et la bête),0
7065,"Birth of a Nation, The",0
7067,Juliet of the Spirits (Giulietta degli spiriti),10
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The)",0
7070,Red River,3
7071,"Woman Under the Influence, A",0
7072,Stagecoach,12
7073,"Shot in the Dark, A",7
7074,"Navigator, The",7
7075,"Court Jester, The",7
7076,Bullitt,16
7078,Jezebel,0
7079,"Hunchback of Notre Dame, The",0
7080,42nd Street,12
7082,That Touch of Mink,11
7083,Sweet Dreams,0
7084,"Play It Again, Sam",11
7085,Send Me No Flowers,11
7086,Pygmalion,1
7087,"Passage to India, A",0
7088,Black Orpheus (Orfeu Negro),12
7089,Amarcord,1
7090,Hero (Ying xiong),3
7091,Horse Feathers,7
7092,Anna Karenina,12
7093,"Front Page, The",7
7096,Rivers and Tides,8
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),4
7101,Doc Hollywood,11
7102,Dragnet,1
7103,Madhouse,7
7104,1941,7
7107,Foul Play,7
7108,Crime Story (Zhong an zu),16
7109,Beyond the Clouds (Al di là delle nuvole),12
7114,"Collector, The",6
7115,Deep Red (Profondo rosso),2
7116,Diabolique (Les diaboliques),2
7117,Leprechaun,7
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa),0
7121,Adam's Rib,11
7122,King of Hearts,1
7123,Naked Lunch,0
7124,Grass,8
7125,Spring Forward,0
7127,Run,6
7131,"Summer Place, A",0
7132,"Night at the Opera, A",11
7134,"Element of Crime, The (Forbrydelsens Element)",6
7137,"Cooler, The",10
7139,In America,12
7141,My Flesh and Blood,8
7142,Honey,12
7143,"Last Samurai, The",3
7147,Big Fish,12
7149,Something's Gotta Give,10
7150,Stuck on You,7
7151,Girl with a Pearl Earring,12
7153,"Lord of the Rings: The Return of the King, The",3
7154,Mona Lisa Smile,12
7155,Calendar Girls,7
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",8
7158,House of Sand and Fog,0
7160,Monster,9
7161,Cheaper by the Dozen,7
7162,Cold Mountain,12
7163,Paycheck,14
7164,Peter Pan,3
7165,"Company, The",0
7167,Japanese Story,0
7169,Chasing Liberty,11
7171,Aileen: Life and Death of a Serial Killer,8
7173,Along Came Polly,11
7175,Torque,16
7176,Crimson Gold (Talaye sorgh),0
7177,Osama,0
7178,"Great Gatsby, The",0
7179,Wuthering Heights,12
7181,Ship of Fools,0
7184,This Property is Condemned,12
7190,Jane Eyre,0
7191,Blame It on the Bellboy,7
7192,Only the Strong,14
7193,"Adventures of Ford Fairlane, The",7
7202,Beyond Re-Animator,2
7205,"Wind and the Lion, The",8
7206,Mon Oncle (My Uncle),7
7208,Dr. Jekyll and Mr. Hyde,0
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",7
7211,People Will Talk,11
7212,I Was a Male War Bride,11
7215,To Have and Have Not,12
7216,High Sierra,9
7217,Dark Passage,9
7218,"Ox-Bow Incident, The",0
7219,They Drive by Night,0
7222,Reefer Madness (a.k.a. Tell Your Children),1
7223,D.O.A.,0
7225,Pumping Iron,8
7228,Cool World,17
7234,"Strada, La",0
7235,Ichi the Killer (Koroshiya 1),16
7236,"Boy and His Dog, A",15
7238,Ashes and Diamonds (Popiól i diament),0
7243,Intolerance: Love's Struggle Throughout the Ages,0
7245,Tormented,2
7247,Chitty Chitty Bang Bang,17
7248,"Suriyothai (a.k.a. Legend of Suriyothai, The)",3
7251,Where the Day Takes You,0
7254,The Butterfly Effect,6
7255,Win a Date with Tad Hamilton!,11
7256,Touching the Void,8
7257,"Big Bounce, The",5
7258,"Perfect Score, The",7
7259,You Got Served,0
7260,Latter Days,10
7261,Barbershop 2: Back in Business,7
7262,Catch That Kid,3
7263,Miracle,0
7264,An Amazing Couple,11
7265,"Dreamers, The",0
7266,"Lost Skeleton of Cadavra, The",15
7282,"Hip Hop Witch, Da",2
7285,Thirteen,0
7292,Best Defense,7
7293,50 First Dates,11
7294,Welcome to Mooseport,7
7297,Kitchen Stories (Salmer fra kjøkkenet),1
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),0
7301,Diary of a Country Priest (Journal d'un curé de campagne),0
7302,"Thief of Bagdad, The",3
7303,The Diary of Anne Frank,0
7304,Allegro non troppo,17
7305,Black Widow,9
7306,"Herod's Law (Ley de Herodes, La)",7
7307,Flesh & Blood,3
7308,King Solomon's Mines,7
7310,Raw Deal,14
7311,"Goodbye, Mr. Chips",12
7312,"Follow Me, Boys!",1
7315,Against the Ropes,1
7316,Confessions of a Teenage Drama Queen,7
7317,EuroTrip,7
7318,"Passion of the Christ, The",0
7319,Club Dread,7
7320,Dirty Dancing: Havana Nights,12
7321,Twisted,5
7323,"Good bye, Lenin!",1
7324,Hidalgo,0
7325,Starsky & Hutch,16
7326,"Reckoning, The",9
7327,Persona,0
7328,"Passion of Anna, The (Passion, En)",0
7333,"Corbeau, Le (Raven, The)",9
7335,Pickup on South Street,8
7336,"Damned, The (La Caduta degli dei)",0
7340,Just One of the Guys,7
7344,"Wrong Arm of the Law, The",7
7345,Agent Cody Banks 2: Destination London,3
7346,"Girl Next Door, The",11
7347,Secret Window,5
7348,Spartan,5
7349,Broken Wings (Knafayim Shvurot),0
7352,Wilbur Wants to Kill Himself,10
7354,Mad Dog and Glory,10
7357,Peyton Place,12
7360,Dawn of the Dead,6
7361,Eternal Sunshine of the Spotless Mind,12
7362,Taking Lives,9
7364,Intermission,1
7366,Jersey Girl,10
7367,"Ladykillers, The",7
7368,Never Die Alone,9
7369,Scooby-Doo 2: Monsters Unleashed,3
7371,Dogville,6
7372,Ned Kelly,0
7373,Hellboy,3
7375,"Prince & Me, The",11
7376,Walking Tall,14
7377,"United States of Leland, The",9
7379,The Alamo,0
7380,Ella Enchanted,11
7381,"Whole Ten Yards, The",16
7382,I'm Not Scared (Io non ho paura),6
7386,"Ten Commandments, The",0
7387,Dawn of the Dead,0
7390,Prey for Rock & Roll,0
7394,Those Magnificent Men in Their Flying Machines,3
7395,Cheaper by the Dozen,1
7396,Scenes From a Marriage (Scener ur ett äktenskap),0
7411,Munchies,7
7414,Going in Style,1
7419,After Hours,7
7438,Kill Bill: Vol. 2,6
7439,"Punisher, The",16
7440,Paper Clips,8
7443,This So-Called Disaster,8
7444,13 Going on 30,11
7445,Man on Fire,16
7448,Envy,7
7449,Godsend,6
7450,Laws of Attraction,11
7451,Mean Girls,7
7454,Van Helsing,3
7455,"Mudge Boy, The",0
7457,Breakin' All the Rules,11
7458,Troy,3
7459,Carandiru,9
7460,Coffee and Cigarettes,1
7477,Eye See You (D-Tox),2
7479,Watch on the Rhine,0
7481,Enemy Mine,13
7482,Enter the Dragon,16
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),12
7487,Henry & June,0
7492,Martin,0
7493,"Three Faces of Eve, The",0
7541,100 Girls,11
7560,Fail-Safe,6
7561,Paperhouse,2
7562,Dobermann,16
7564,Kwaidan (Kaidan),2
7566,28 Up,8
7569,You Only Live Twice,13
7570,Octopussy,3
7572,Wit,0
7573,Never Say Never Again,3
7579,Pride and Prejudice,10
7581,"Fountainhead, The",0
7584,Woman of the Year,11
7587,"Samouraï, Le (Godson, The)",9
7614,Oklahoma!,12
7615,Desert Hearts,0
7616,Body Double,5
7618,Chaplin,0
7619,"Miracle Worker, The",0
7620,Monster in a Box,1
7624,School Ties,0
7636,Raising Cain,2
7646,Rose Red,2
7647,Noises Off...,7
7649,Babylon 5: In the Beginning,13
7650,"Witchfinder General (Conquerer Worm, The)",2
7657,Versus,2
7669,Pride and Prejudice,12
7698,"China Syndrome, The",6
7700,"Wages of Fear, The (Salaire de la peur, Le)",3
7701,Look Who's Talking Too,11
7702,"Bells of St. Mary's, The",0
7704,"Delta Force, The",14
7705,Pat and Mike,11
7706,Animal Crackers,7
7707,"He Said, She Said",10
7708,Bedazzled,7
7713,Cat People,6
7714,Camelot,12
7716,"Lonely Guy, The",7
7720,"Four Musketeers, The",3
7727,Protocol,7
7728,"Postman Always Rings Twice, The",9
7730,Matinee,1
7742,Baxter,0
7743,Explorers,13
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",0
7748,Pierrot le fou,9
7749,Weekend (a.k.a. Le Week-end) (Week End),0
7753,Tuesdays with Morrie,0
7756,Alexander Nevsky (Aleksandr Nevskiy),0
7757,Jason and the Argonauts,3
7762,"Tinker, Tailor, Soldier, Spy",6
7766,Throne of Blood (Kumonosu jô),6
7767,"Best of Youth, The (La meglio gioventù)",0
7772,Undercurrent,5
7773,"Bang, Bang, You're Dead",0
7781,Twister,7
7782,Sniper,0
7786,Genghis Blues,8
7789,"11'09""01 - September 11",0
7792,"Parallax View, The",5
7802,"Warriors, The",16
7810,Babylon 5: A Call to Arms,13
7811,Babylon 5: The River of Souls,0
7812,Babylon 5: Thirdspace,0
7815,True Stories,7
7820,"Virgin Spring, The (Jungfrukällan)",9
7822,Mogambo,12
7826,"Secret Life of Walter Mitty, The",11
7831,Another Thin Man,10
7832,"Thin Man Goes Home, The",7
7833,Shadow of the Thin Man,7
7834,After the Thin Man,11
7835,Song of the Thin Man,10
7839,Love Crazy,7
7840,Gunga Din,7
7841,Children of Dune,15
7842,Dune,0
7843,Lammbock,7
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)",7
7845,Tremors II: Aftershocks,15
7846,Tremors 3: Back to Perfection,15
7879,Notorious C.H.O.,7
7882,The Plague of the Zombies,2
7883,I Walked with a Zombie,0
7884,Highway 61,7
7888,How to Succeed in Business Without Really Trying,7
7889,Pat Garrett and Billy the Kid,8
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L')",15
7894,"Duck, You Sucker",14
7895,Bring Me the Head of Alfredo Garcia,9
7896,Ride the High Country,0
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),14
7900,Frankenstein Must Be Destroyed,15
7916,Gidget,7
7920,Desperate Living,7
7924,Stray Dog (Nora inu),6
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin)",3
7926,High and Low (Tengoku to jigoku),9
7930,"People Under the Stairs, The",2
7932,Dark Days,8
7934,Zelig,7
7936,Shame (Skammen),0
7937,"Silence, The (Tystnaden)",0
7938,Winter Light (Nattvardsgästerna),0
7939,Through a Glass Darkly (Såsom i en spegel),0
7940,The Magician,0
7943,"Killers, The",8
7944,"Night of the Iguana, The",6
7951,Nightbreed,2
7976,Ken Park,0
7979,Monterey Pop,8
7980,"Bridge Too Far, A",0
7981,Infernal Affairs (Mou gaan dou),9
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon)",6
7983,Broadway Danny Rose,7
7984,From Beyond,15
7986,Robot Jox,15
7987,Dolls,2
7988,Space Truckers,7
7991,Death Race 2000,14
7993,"Bucket Of Blood, A",7
8008,Brigadoon,12
8010,"Power of One, The",0
8011,"Weather Underground, The",8
8012,Kikujiro (Kikujirô no natsu),1
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",0
8015,"Phantom Tollbooth, The",4
8016,"Getaway, The",16
8019,Dark Water (Honogurai mizu no soko kara),6
8024,"Thing Called Love, The",10
8025,The Thief,0
8033,How to Steal a Million,11
8035,"Stendhal Syndrome, The (Sindrome di Stendhal, La)",5
8042,Mean Streets,9
8043,Jack the Bear,1
8044,I Am a Fugitive from a Chain Gang,9
8045,Hamburger Hill,0
8057,Sweet Bird of Youth,0
8092,Frankenstein Unbound,15
8093,Shiri (Swiri),6
8094,Bad Day at Black Rock,6
8117,In China They Eat Dogs (I Kina spiser de hunde),7
8118,Delta Force 2 (Delta Force 2: The Colombian Connection),3
8119,Crossroads,0
8121,"Seducing Doctor Lewis (Grande séduction, La)",7
8125,Sunrise: A Song of Two Humans,12
8126,Shock Corridor,0
8128,Au revoir les enfants,0
8131,Pursuit of Happiness,11
8132,Gladiator,0
8136,Indestructible Man,15
8137,"Wasp Woman, The",15
8138,Attack of the Giant Leeches,15
8142,Dead or Alive: Hanzaisha,16
8143,Lola Montès,0
8147,Charly,0
8153,Lust for Life,0
8154,"Dolce Vita, La",0
8157,Jin Roh: The Wolf Brigade (Jin-Rô),4
8158,Rush,9
8167,Captain Blood,3
8169,*batteries not included,17
8183,Educating Rita,1
8188,Sansho the Bailiff (Sanshô dayû),0
8189,Zazie dans le métro,7
8190,"Americanization of Emily, The",1
8191,Anne of the Thousand Days,0
8195,"Avventura, L' (Adventure, The)",12
8196,Beyond the Valley of the Dolls,7
8197,Hiroshima Mon Amour,12
8199,Ugetsu (Ugetsu monogatari),6
8207,"Day of the Jackal, The",5
8225,Night of the Living Dead,2
8228,"Maltese Falcon, The (a.k.a. Dangerous Female)",8
8232,I Love You Again,1
8235,Safety Last!,11
8236,While the City Sleeps,0
8238,Little Murders,7
8239,Viridiana,1
8241,Masterminds,14
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),16
8254,Arizona Dream,10
8261,3 Women (Three Women),0
8264,Grey Gardens,8
8266,Purple Rain,0
8268,Point of No Return,14
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse)",10
8275,College,7
8290,Mitchell,16
8293,Used People,1
8302,"Front Page, The",10
8327,Dolls,12
8331,"Man Who Came to Dinner, The",7
8335,Make Way for Tomorrow,0
8336,"Major and the Minor, The",11
8337,"Caine Mutiny, The",0
8338,Black Narcissus,0
8340,Escape from Alcatraz,6
8341,Oliver Twist,9
8360,Shrek 2,17
8361,"Day After Tomorrow, The",13
8362,Raising Helen,10
8363,Soul Plane,7
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass),0
8366,Saved!,1
8368,Harry Potter and the Prisoner of Azkaban,4
8369,Mindhunters,16
8370,"Blind Swordsman: Zatoichi, The (Zatôichi)",16
8371,"Chronicles of Riddick, The",14
8372,Garfield: The Movie,17
8373,"Stepford Wives, The",7
8375,"Hunting of the President, The",8
8376,Napoleon Dynamite,7
8378,"Doctor, The",0
8379,"Dresser, The",0
8380,Father Hood,7
8382,Hello Again,7
8383,Hope Springs,11
8385,Lover Come Back,11
8387,Police Academy: Mission to Moscow,7
8391,Big Wednesday,1
8402,Book of Love,11
8405,Hour of the Wolf (Vargtimmen),0
8410,Suddenly,9
8424,"Divorcee, The",12
8425,Meet the Applegates,7
8426,Robot Carnival (Roboto kânibauru),1
8427,Americathon,7
8446,Sands of Iwo Jima,12
8447,This Island Earth,15
8450,Anthony Adverse,12
8451,Blackboard Jungle,0
8454,Luna Papa,1
8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto),9
8458,To Each His Own,0
8459,"Heiress, The",12
8461,Dragon Seed,0
8462,Executive Suite,0
8463,Johnny Belinda,0
8464,Super Size Me,1
8465,Johnny Eager,12
8477,"Jetée, La",15
8481,Northwest Passage,3
8482,"Picture of Dorian Gray, The",0
8484,"Human Condition I, The (Ningen no joken I)",0
8487,Please Don't Eat the Daisies,7
8491,White Heat,9
8492,"Christmas Carol, A (Scrooge)",0
8493,Memphis Belle,0
8494,"Cincinnati Kid, The",0
8495,Animal Factory,9
8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),15
8501,"Hitcher, The",14
8502,Show Boat,12
8506,Fear X,5
8507,Freaks,9
8511,"Immigrant, The",7
8512,Silent Movie,7
8518,Anna Christie,0
8521,Dr. Jekyll and Mr. Hyde,0
8526,Around the World in 80 Days,17
8528,Dodgeball: A True Underdog Story,7
8529,"Terminal, The",10
8530,Dear Frankie,12
8531,White Chicks,16
8532,"Door in the Floor, The",0
8533,"Notebook, The",12
8534,Two Brothers (Deux frères),4
8535,De-Lovely,0
8542,"Day at the Races, A",7
8571,Bob & Carol & Ted & Alice,1
8574,"Claymation Christmas Celebration, A",17
8575,"Happenstance (Battement d'ailes du papillon, Le)",1
8577,Comandante,8
8578,Undead,15
8580,Into the Woods,17
8581,Pirates of Silicon Valley,0
8582,Manufacturing Consent: Noam Chomsky and the Media,8
8587,Mayor of the Sunset Strip,8
8588,Killing Me Softly,6
8591,"Philadelphia Experiment, The",13
8593,Juice,16
8596,Revenge of the Pink Panther,7
8600,Angels with Dirty Faces,9
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),1
8604,Taxi,7
8605,Taxi 3,7
8607,Tokyo Godfathers,0
8609,Our Hospitality,7
8610,All of Me,7
8611,"Farmer's Daughter, The",7
8614,Overboard,11
8617,Butterfield 8,0
8620,"Exterminating Angel, The (Ángel exterminador, El)",1
8622,Fahrenheit 9/11,8
8623,Roxanne,11
8626,Dr. Terror's House of Horrors,15
8632,Secret Society,7
8633,"Last Starfighter, The",13
8636,Spider-Man 2,13
8638,Before Sunset,12
8640,King Arthur,3
8641,Anchorman: The Legend of Ron Burgundy,7
8643,"Cinderella Story, A",11
8644,"I, Robot",13
8645,"Maria Full of Grace (Maria, Llena eres de gracia)",9
8650,Long Day's Journey Into Night,0
8656,"Short Film About Killing, A (Krótki film o zabijaniu)",9
8665,"Bourne Supremacy, The",16
8666,Catwoman,16
8667,A Home at the End of the World,12
8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)",5
8677,Flash Gordon Conquers the Universe,14
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",0
8685,"Miracle of Marcelino, The (Marcelino pan y vino)",1
8690,Slaughterhouse-Five,1
8695,"Bachelor and the Bobby-Soxer, The",7
8711,Mr. Blandings Builds His Dream House,7
8712,My Favorite Wife,11
8713,"New Adventures of Pippi Longstocking, The",4
8714,Night and Day,0
8718,"Snake Pit, The",0
8720,"Super, The",7
8724,"Leopard, The (Gattopardo, Il)",0
8727,"Day of the Locust, The",0
8730,To End All Wars,0
8738,"Woman Is a Woman, A (femme est une femme, Une)",10
8743,Biggles,13
8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani)",7
8753,Unprecedented: The 2000 Presidential Election,8
8754,"Prime of Miss Jean Brodie, The",0
8755,My Voyage to Italy (Il mio viaggio in Italia),8
8765,This Gun for Hire,5
8771,Sherlock Holmes: Terror by Night,5
8772,"Spy Who Came in from the Cold, The",6
8773,Sherlock Holmes and the Secret Weapon,5
8774,Sherlock Holmes: The Woman in Green,8
8778,Sherlock Holmes: Dressed to Kill,5
8781,"Manchurian Candidate, The",5
8782,Thunderbirds,13
8783,"Village, The",6
8784,Garden State,10
8795,Musa the Warrior (Musa),3
8796,"Funny Thing Happened on the Way to the Forum, A",7
8798,Collateral,16
8799,Little Black Book,11
8800,Code 46,15
8804,"Story of Women (Affaire de femmes, Une)",0
8807,Harold and Kumar Go to White Castle,7
8808,"Princess Diaries 2: Royal Engagement, The",11
8809,Danny Deckchair,11
8810,AVP: Alien vs. Predator,15
8813,We Don't Live Here Anymore,0
8814,Without a Paddle,7
8815,Exorcist: The Beginning,2
8827,"Bill Cosby, Himself",7
8830,Anacondas: The Hunt for the Blood Orchid,15
8831,Suspect Zero,5
8832,Warriors of Heaven and Earth (Tian di ying xiong),3
8833,Vanity Fair,12
8835,Paparazzi,6
8836,Wicker Park,12
8838,Alice Doesn't Live Here Anymore,12
8840,Who's That Knocking at My Door?,0
8844,Camera Buff (Amator),0
8848,"Vitelloni, I (a.k.a. The Young and the Passionate)",0
8860,Cellular,16
8861,Resident Evil: Apocalypse,15
8864,Mr. 3000,1
8865,Sky Captain and the World of Tomorrow,13
8866,Wimbledon,11
8869,First Daughter,11
8870,"Forgotten, The",6
8873,"Motorcycle Diaries, The (Diarios de motocicleta)",0
8874,Shaun of the Dead,7
8875,"Come Back, Little Sheba",0
8879,Murder on the Orient Express,5
8880,Mask,0
8894,Orca: The Killer Whale,6
8905,1492: Conquest of Paradise,0
8906,Cannibal Holocaust,2
8907,Shark Tale,17
8908,Ladder 49,6
8910,I Heart Huckabees,7
8911,Raise Your Voice,12
8912,Taxi,7
8914,Primer,0
8915,Stage Beauty,0
8916,Shall We Dance?,11
8917,Team America: World Police,3
8918,Eulogy,1
8919,P.S.,10
8920,"Country Girl, The",0
8921,"Rose Tattoo, The",12
8928,"Fearless Vampire Killers, The",7
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le)",1
8934,Bebe's Kids,17
8937,Friday Night Lights,0
8938,Tarnation,8
8939,"Final Cut, The",15
8943,Being Julia,1
8946,Surviving Christmas,7
8947,"Grudge, The",2
8948,Alfie,10
8949,Sideways,10
8950,The Machinist,6
8951,Vera Drake,0
8952,Falling Angels,0
8954,Lightning in a Bottle,8
8955,Undertow,9
8957,Saw,2
8958,Ray,0
8959,Birth,0
8961,"Incredibles, The",17
8964,Callas Forever,0
8965,"Polar Express, The",4
8966,Kinsey,0
8967,Seed of Chucky (Child's Play 5),7
8968,After the Sunset,16
8969,Bridget Jones: The Edge of Reason,10
8970,Finding Neverland,0
8972,National Treasure,6
8973,Bad Education (La mala educación),6
8974,"SpongeBob SquarePants Movie, The",17
8977,Alexander,3
8978,Christmas with the Kranks,7
8979,Guerrilla: The Taking of Patty Hearst,8
8981,Closer,12
8982,I Am David,0
8983,House of Flying Daggers (Shi mian mai fu),12
8984,Ocean's Twelve,16
8985,Blade: Trinity,2
8987,Bush's Brain,8
8989,Damn Yankees!,7
8998,That's Entertainment,8
9004,D.A.R.Y.L.,13
9005,Fire in the Sky,0
9008,"Invisible Man Returns, The",15
9010,Love Me If You Dare (Jeux d'enfants),12
9018,Control Room,8
25746,"Hunchback of Notre Dame, The",0
25750,Sherlock Jr.,11
25752,"Freshman, The",7
25753,Greed,0
25757,"Jazz Singer, The",12
25769,"Steamboat Bill, Jr.",11
25771,"Andalusian Dog, An (Chien andalou, Un)",8
25773,Little Caesar,9
25782,Boudu Saved From Drowning (Boudu sauvé des eaux),7
25788,Scarface,9
25795,Dinner at Eight,10
25797,Gold Diggers of 1933,8
25805,"Atalante, L'",10
25825,Fury,0
25826,Libeled Lady,11
25827,Mr. Deeds Goes to Town,11
25833,Camille,12
25834,Captains Courageous,0
25841,Stage Door,0
25850,Holiday,10
25855,"Roaring Twenties, The",9
25856,Wuthering Heights,12
25865,"Letter, The",0
25870,Here Comes Mr. Jordan,11
25886,Random Harvest,12
25887,Tales of Manhattan,1
25898,Day of Wrath (Vredens dag),0
25905,"Miracle of Morgan's Creek, The",11
25906,Mr. Skeffington,12
25923,Great Expectations,0
25927,"Stranger, The",6
25937,Easter Parade,12
25940,"Lady from Shanghai, The",0
25946,"Three Musketeers, The",3
25947,Unfaithfully Yours,7
25952,"Letter to Three Wives, A",1
25959,Annie Get Your Gun,11
25962,King Solomon's Mines,3
25963,"Young and the Damned, The (Olvidados, Los)",9
25996,"Star Is Born, A",0
25999,The Wild One,0
26002,Confidential Report,9
26003,Night and Fog (Nuit et brouillard),8
26038,Teacher's Pet,11
26048,"Human Condition II, The (Ningen no joken II)",0
26052,Pickpocket,9
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),0
26073,"Human Condition III, The (Ningen no joken III)",0
26078,Advise and Consent,0
26082,Harakiri (Seppuku),0
26084,"Music Man, The",11
26085,Mutiny on the Bounty,12
26095,"Carabineers, The (Carabiniers, Les)",1
26116,"Hush... Hush, Sweet Charlotte",2
26122,Onibaba,0
26124,Robinson Crusoe on Mars,15
26131,"Battle of Algiers, The (La battaglia di Algeri)",0
26133,"Charlie Brown Christmas, A",17
26142,Major Dundee,8
26147,"Thousand Clowns, A",10
26150,Andrei Rublev (Andrey Rublyov),0
26151,Au Hasard Balthazar,9
26152,Batman,3
26158,Closely Watched Trains (Ostre sledované vlaky),1
26159,Tokyo Drifter (Tôkyô nagaremono),16
26169,Branded to Kill (Koroshi no rakuin),16
26171,Play Time (a.k.a. Playtime),7
26172,Point Blank,16
26176,Titicut Follies,0
26183,Asterix and Cleopatra (Astérix et Cléopâtre),17
26184,"Diamond Arm, The (Brilliantovaya ruka)",16
26195,Sympathy for the Devil,8
26198,"Yours, Mine and Ours",7
26225,"Claire's Knee (Genou de Claire, Le)",11
26231,Performance,9
26236,"White Sun of the Desert, The (Beloe solntse pustyni)",3
26237,Zabriskie Point,12
26242,Duel,14
26249,They Call Me Trinity,7
26258,"Topo, El",8
26265,Dr. Phibes Rises Again,11
26283,Charley Varrick,9
26285,Dark Star,15
26303,Sisters,2
26308,Turkish Delight (Turks fruit),12
26313,California Split,1
26317,Emmanuelle,12
26322,Gone in 60 Seconds,16
26326,"Holy Mountain, The (Montaña sagrada, La)",0
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",17
26344,French Connection II,16
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)",10
26350,"Passenger, The (Professione: reporter)",0
26357,Trilogy of Terror,2
26359,1900 (Novecento),0
26365,Futureworld,15
26366,Harlan County U.S.A.,8
26375,Silver Streak,16
26386,High Anxiety,7
26391,"New York, New York",12
26394,"Turning Point, The",12
26399,Five Deadly Venoms,14
26401,Last Hurrah for Chivalry (Hao xia),0
26409,"Clonus Horror, The",15
26413,Snake in the Eagle's Shadow (Se ying diu sau),7
26422,Hair,1
26429,Love at First Bite,11
26444,"Hitch Hikers Guide to the Galaxy, The",13
26453,Smiley's People,0
26464,Blue Thunder,16
26467,"Day After, The",0
26471,Eddie Murphy Delirious,7
